Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Fuentes de la Bellota,Monument, ,Puerta del Doce de Octubre,"Avenida de Menéndez Pelayo nº 63,",3,24,113.91
Fuentes de la Junta de la Arganzuela,Monument,Pº Chopera 10,Entrada Matadero,"Paseo de la Chopera nº 14,",41,2,90.5
Fuentes de la plaza de Oriente,Monument,Pza Oriente ,San Quintín,"Calle Pavía nº 6,",11,16,113.3
Fuentes de la Puerta del Sol,Monument,Pº Federico García Lorca ,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",2,15,236.48
Fuentes del parque Vaguada,Monument,Avda Betanzos ,"Avenida Monforte de Lemos, 123","Avenida Monforte de Lemos, 123,",21,3,168.46
Fuentes en la calle Hermanos García Noblejas,Monument,AVENIDA INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA 128,"Hermanos Garcia Noblejas, 158","Hermanos Garcia Noblejas, 158,",3,21,156.63
Fuentes en la calle Vía Lusitana,Monument,C Braganza ,"Calle de la Via, 52","Calle de la Via,",24,0,284.48
Fuentes en la glorieta Ruíz Giménez y monolito primera Fuente Canal Y II,Monument,CALLE JOAQUIN RUIZ-GIMENEZ CORTES ,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",10,17,560.83
Fuentes en la plaza de Ciudad Lineal,Monument,C Alcalá 416,"Misterios, 1","Misterios,1,",2,21,106.71
Fuentes en la vía Lusitana,Monument,C Juan Ramón Carrero ,"Av Abrantes, 55","Av Abrantes, 55,",17,7,263.6
Fuentes en la vía Lusitana,Monument,C Faro ,"Av Abrantes, 55","Av Abrantes, 55,",17,7,176.53
Fuentes estrelladas del Jardín Botánico,Monument,Pza Murillo 2,Espalter,"Calle Espalter nº 1,",13,6,175.37
Fuentes gemelas de la glorieta Boccherini,Monument,GLORIETA BOCCHERINI ,Segovia 45,"Calle Segovia nº 45,",19,8,182.45
Fuentes gemelas de la Puerta del Sol,Monument,Pza Sol ,Carretas,"Calle Carretas nº 8,",2,21,57.13
Fuentes gemelas de la Quinta de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Fuentes gemelas de los jardines de Sabatini,Monument, ,San Quintín,"Calle Pavía nº 6,",11,16,197.03
Fuentes gemelas de los jardines del Campo del Moro,Monument, ,Segovia 45,"Calle Segovia nº 45,",19,8,436.59
Fuentes gemelas del jardín de la Quinta del duque de Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,5347.7
Fuentes gemelas del palacio nuevo del duque de Riansares,Monument,C Arnedo 22,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",2,21,310.88
Fuentes gemelas del palacio viejo de la reina Cristina,Monument,CALLE GENERAL RICARDOS 179,"Av de la plaza de Toros , 3","Av de la plaza de Toros , 3,",10,13,52.14
Fuentes gemelas del parque Fuente del Berro,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,244.95
Fuentes gemelas en los jardines de El Pardo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Fuentes gemelas López de Hoyos,Monument,CALLE LOPEZ DE HOYOS 27,Velázquez 130,"Calle Velázquez nº 130,",1,26,208.92
Fuentes Lavadero de los jardines de la Virgen del Puerto,Monument,Pº Ermita de la Virgen del Puerto ,Segovia 45,"Calle Segovia nº 45,",19,8,459.51
Fuentes menores de Arganzuela,Monument,PASEO YESERIAS 1,Pirámides,"Calle Toledo nº 181,",20,4,143.94
Fuentes neoclásicas en el Paseo del Prado,Monument,Pº Prado 4,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,155.91
Fuentes piramidales,Monument, ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",12,11,139.3
Fuentes playa Arganzuela,Monument,Pº Yeserías ,Madrid Río-Yeserías,"Paseo de Yeserías nº 45,",26,1,197.86
Fuentes rectangulares de la Gran Vía de Villaverde,Monument,C Gran Vía de Villaverde ,"Eduardo Maristany, 7","Calle de Eduardo Maristany, 7,",21,6,168.2
Fuente-estanque Paseo del Prado,Monument,Pº Prado 20,Huertas,"Calle Jesús nº 1,",4,22,185.23
Fuente-manantial Jardín Judío,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Fuente-pilón,Monument,CALLE ROSALEDA 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,188.94
Fundación de la Sociedad General Autores de España (SGAE),Monument,Ctra Fernanflor 10,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,41.33
Fusilamiento de Ocho Carmelitas,Monument,C Monseñor Óscar Romero ,"Calle Ocaña, 103","Calle Ocaña, 103,",3,20,379.82
Fusilamientos Montaña Príncipe Pío,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,350.87
Félix Lope de Vega Carpio,Monument,C Huertas 49,Huertas,"Calle Jesús nº 1,",4,22,101.75
Félix Lope de Vega Carpio,Monument,Pza Encarnación ,San Quintín,"Calle Pavía nº 6,",11,16,44.17
Félix Rodríguez de la Fuente,Monument,COMPLEJO ZOOLOGICO DE LA CASA CAMPO ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,846.97
Félix Rodríguez de la Fuente,Monument,PARQUE FELIX RODRIGUEZ DE LA FUENTE ,"Avenida Ramon y Cajal, 101","Avenida Ramon y Cajal, 101,",1,22,222.92
Galería de grutas del jardín de Felipe II,Monument,Pº Embarcadero ,Paseo de la Florida,"Paseo de la Florida nº 8,",23,4,377.41
Galería mirador,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",19,8,192.59
Galicia en Madrid,Monument,Pza Jacinto Benavente ,Jacinto Benavente,"Plaza de Jacinto Benavente,",4,19,20.58
Gallia,Monument,C Guzmán el Bueno 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,207.35
García I Rey de León,Monument,Pº República Argentina ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Gaspar Melchor de Jovellanos,Monument,C Juanelo 18,Plaza de la Cebada,"Plaza de la Cebada nº 16 ,",27,4,228.26
Gaspar Núñez de Arce,Monument,C Cruzada 4,Plaza Ramales,"Plaza de Ramales,",3,20,33.89
Gaviota,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",3,20,121.41
General Bernardo O´Higgins,Monument,Pza Chile ,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,349.55
General Francisco Morazán,Monument,Pza Honduras ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,466.74
General Ibáñez de Ibero,Monument,C Jorge Juan 8,Colón B,"Calle Serrano nº 32,",3,16,124.22
General Manuel Cassola,Monument,Pº Moret ,Moncloa,"Paseo de Moret nº 2,",6,16,97.36
General Martín Miguel de Güemes,Monument,PLAZA CIUDAD DE SALTA 1,"Avenida Ramon y Cajal, 101","Avenida Ramon y Cajal, 101,",1,22,135.68
General Martínez Campos,Monument,Pza Guatemala ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,188.32
General Vara de Rey y Héroes del Caney,Monument,Avda Ciudad de Barcelona 4,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",8,15,201.27
Geometría Natural,Monument,C Sierra de Molina ,"Calle de Carlos Martin Alvarez, 38","Calle de Carlos Martin Alvarez, 38,",2,21,251.75
Gerardo Diego,Monument,C Pío Baroja 4,Pío Baroja,"Calle Pío Baroja nº 10,",3,20,68.37
Germania,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,204.74
Gloria Fuertes,Monument,PLAZA PERU 1,Pío XII,"Avenida Pío XII nº 3,",1,22,103.36
Gonzalo Ceballos,Monument,Pza Cordón 2,Plaza del Cordón,"Plaza del Cordón,",1,23,21.16
Goya,Monument,C Felipe IV ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,59.42
Goya,Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,370.3
Gregorio Marañón,Monument,PASEO CASTELLANA 53,Zurbano,"Calle Zurbano nº 90,",4,19,115.58
Gregorio Marañón,Monument,Pza Ramón y Cajal ,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,155.6
Gregorio Ordóñez,Monument,CALLE PRINCIPE DE VERGARA 142,María Francisca 1,"Calle María Francisca nº 3,",1,18,97.23
Grupo escultórico a la Universidad en Cantoblanco,Monument, ,"C. de Castiello de Jaca, 14","C. de Castiello de Jaca, 14,",8,15,4206.24
Grupo escultórico C. Especialidades V. Soldevilla I,Monument,C Sierra de Alquife 8,"418 -Calle Puerto de Arlaban, 83","Calle Puerto de Arlaban, 83,",17,10,276.55
Grupo escultórico C. Especialidades V. Soldevilla II,Monument,CALLE SIERRA DE ALQUIFE 8,"418 -Calle Puerto de Arlaban, 83","Calle Puerto de Arlaban, 83,",17,10,287.0
Grupo escultórico mujer y tortuga,Monument,Pº Alberto Palacios 1,"Doctor Martín Arévalo, 19","Calle Doctor Martín Arévalo, 19,",9,15,144.73
Gruta de la Fuente de las Ranas,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,293.64
Gruta del Laberinto,Monument, ,"Paseo de la Alameda de Osuna, 48","Paseo de la Alameda de Osuna, 48,",22,5,249.28
Guillermo Fernández Shaw,Monument,C Claudio Coello 60,Serrano,"Calle Serrano nº 54,",2,20,181.34
Gundemaro,Monument,Pº República Argentina ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,106.7
Gustavo Adolfo Bécquer,Monument,CALLE HUERTAS 20,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,92.1
Gustavo Adolfo Bécquer,Monument, ,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,170.64
Gómez de la Serna Ramon,Monument,C Guillermo Rolland 7,San Quintín,"Calle Pavía nº 6,",11,16,151.79
Haciendo futuro,Monument,CALLE PRINCIPE DE VERGARA 156,Doctor Arce 45,"Avenida del Doctor Arce nº 45,",7,16,157.4
Hércules y la Hidra de Lerna,Monument,Pº Duque de Fernán Núñez ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,217.04
Hermanos Falcó y Álvarez de Toledo,Monument,PLAZA MAYOR DE BARAJAS 1,"Plaza Mayor de Barajas, 24","Plaza Mayor de Barajas, 24,",6,18,39.49
Hernán Cortés,Monument,Avda Séneca 4,Paseo de Moret,"Paseo de Moret nº 11,",3,20,451.7
Héroes del Dos de Mayo,Monument,C Bailén ,San Quintín,"Calle Pavía nº 6,",11,16,186.32
Héroes Populares del Dos de Mayo,Monument,Pza Puerta del Sol 8,Carretas,"Calle Carretas nº 8,",2,21,35.1
Herón,Monument,PLAZA COLON 2,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",3,20,96.56
Hexaedro o cubo-Tierra,Monument, ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",12,11,304.36
Hiberia,Monument,CALLE GUZMAN EL BUENO 133,San Francisco de Sales,"Calle General Ampudia nº 2,",2,22,204.74
Hilarión Eslava y Emilio Arrieta,Monument,C San Quintín 8,San Quintín,"Calle Pavía nº 6,",11,16,99.19
Hipólito Yrigoyen,Monument,Gta 12 de octubre de 1492 ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,312.3
Hispanidad,Monument,AVENIDA VICTORIA 2,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,2820.28
Hito de hormigón I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Hito de hormigón II,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Hogar Ferroviario-Trenes,Monument,C Manuel María Arrillaga s/n,"Avenida Moratalaz, 25","Avenida Moratalaz, 25,",15,9,61.36
Hombre con niño,Monument,C Antonio López ,San Delfín,"Calle San Delfín nº 9,",17,1,20.52
Hombre Sentado,Monument,Pza Paja ,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,150.28
Hombres y Proporciones,Monument,PASAJE MAESTROS LADRILLEROS 1,Muller,"Calle Muller,",2,22,60.95
Homenaje a Agustín Rodríguez-Sahagún,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Homenaje a Galileo Galilei,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Homenaje a García Lorca - Arco en el pentágono,Monument,C Puerto del Milagro ,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,473.25
Homenaje a Goya - La Maja desnuda,Monument,Trav Felipe de Diego 19,"Calle de Romeo y Julieta, 12","Calle de Romeo y Julieta, 12,",21,5,226.87
Homenaje a la Mar,Monument,Pº Venezuela ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,416.18
Homenaje a la Música,Monument,PLAZA ANDRES SEGOVIA 1,María Francisca 1,"Calle María Francisca nº 3,",1,18,114.35
Homenaje a Lissitzky,Monument,Pº Pirala ,Puente de Ventas,"Avenida de Daroca nº 2,",9,17,66.7
Homenaje a Miró,Monument, ,"Molins de Rey, 8","Calle Molins de Rey, 8,",3,21,182.91
Homenaje a Pío Baroja,Monument,Avda Andalucía ,"Avenida de Orovilla, 53","Avenida de Orovilla, 53,",5,22,427.88
Homenaje victimas del 11-M,Monument,Avda Complutense ,Ciudad Universitaria 1,"Avenida de la Complutense (Metro Ciudad Universitaria),",7,17,64.67
Humanistas Españoles,Monument,C Villa 2,Segovia 26,"Calle Segovia nº 26,",6,21,76.01
Humilladero de la ermita del Santo Cristo de la Guía,Monument,CALLE CASALARREINA 26,Calle Casalarreina 18,"Calle Casalarreina,",10,13,107.82
Hypnos,Monument,C Las Marismas 41,"Calle Ramon Perez de Ayala, 45","Calle Ramon Perez de Ayala, 45,",11,13,220.29
Hércules y el León de Nemea,Monument,Pº Duque de Fernán Núñez ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,176.96
Héroes de la Independencia de 1808,Monument,C Isla de Java ," Isla Graciosa, 2","Calle de la Isla Graciosa, 2,",6,18,49.96
Héroes del Plus Ultra,Monument,C Princesa 92,Arcipreste de Hita B,"Calle Arcipreste de Hita nº 12,",7,16,53.19
Héroes del Siete de Julio,Monument,C Mayor 24,Calle Mayor,"Calle Mayor nº 20,",8,19,109.43
Hórreo del pabellón de Pontevedra,Monument,C Ganadería ,Puerta del Ángel,"Plaza Puerta del Ángel nº 4,",17,10,261.34
Icosaedro-Agua,Monument,Pº Doctor Vallejo Nájera ,Paseo de la Esperanza,"Paseo de la Esperanza nº 21,",12,11,41.69
Iglesia de Montserrat,Monument,C San Bernardo 79,San Hermenegildo,"Calle San Bernardo nº 85,",2,25,91.45
Iglesia de San Juan Evangelista,Monument,Pza Venecia 1,Avenida Bruselas,"Avenida Bruselas nº 56,",1,22,198.67
Iglesia Ntra. Sra. Buena Dicha,Monument,C Silva 21,Miguel Moya,"Calle Miguel Moya nº 1,",10,17,138.79
Iglesia Nuestra Señora Buena Dicha. Lápida conmemorativa,Monument,C Silva 21,Miguel Moya,"Calle Miguel Moya nº 1,",10,17,140.18
Iglesia parroquial de San Juan,Monument,Pza Ramales 1,Plaza Ramales,"Plaza de Ramales,",3,20,28.24
Iglesia parroquial de Santiago,Monument,C Santiago 4,Plaza Ramales,"Plaza de Ramales,",3,20,77.25
Iglesia Sagrados Corazones,Monument,PLAZA SAGRADOS CORAZONES 1,Paseo de la Habana 42,"Paseo de la Habana nº 42,",1,22,228.97
Iglesia San Cayetano,Monument,C Embajadores 15,Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",10,9,169.58
Iglesia San Ginés,Monument,CALLE ARENAL 13,Plaza de Celenque B,"Plaza de Celenque nº 1,",4,20,96.07
Iglesia San Salvador,Monument,C Mayor 70,Plaza de San Miguel,"Plaza de San Miguel nº 9,",1,22,67.96
Iglesia Santa María la Real de la Almudena,Monument,C Mayor 88,Segovia 26,"Calle Segovia nº 26,",6,21,144.5
Ignacio de Valentín-Gamazo,Monument,CALLE LUCHANA 1,Malasaña,"Calle Manuela Malasaña nº 5,",10,17,103.16
Ignacio Zuloaga,Monument,Pza Gabriel Miró ,Segovia 45,"Calle Segovia nº 45,",19,8,218.51
Ilusión truncada Monumento víctimas 11-M,Monument,Avda Santa Eugenia ,"Avenida de Santa Eugenia, 9","Avenida de Santa Eugenia, 9,",5,19,119.93
Imax,Monument,C Meneses ,"Calle Amaltea , 1","271 - Calle Amaltea , 1,",14,10,323.18
Imprenta,Monument,Avda Eduardo Barreiros 6,"Avenida de la Perla, 35","Avenida de la Perla, 35,",21,2,347.61
Imprenta Juan de la Cuesta,Monument,C Atocha 87,Santa Isabel,"Calle Santa Isabel 32,",16,11,117.9
Imprenta Juan de la Cuesta,Monument,C San Eugenio 7,Santa Isabel,"Calle Santa Isabel 32,",16,11,39.72
Inauguración Colegio Mayor Iberoamericano Nuestra Señora de Guadalupe,Monument,Avda Séneca 6,Paseo de Moret,"Paseo de Moret nº 11,",3,20,471.48
Inauguración del Banco España,Monument,Pº Prado 2,Cibeles,"Plaza Cibeles,",16,7,54.09
Inauguración Parque Cuarto Depósito CYII,Monument,CARRETERA CASTILLA 12,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,890.75
Inauguración Parque Cuarto Depósito CYII,Monument,Ctra Castilla 9,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",3,20,157.31
Indalecio Prieto,Monument,PASEO CASTELLANA 63,Plaza de San Juan de la Cruz,"Plaza de San Juan de la Cruz nº 11,",3,20,171.39
Indalecio Prieto Tuero,Monument,PLAZA SAN JUAN DE LA CRUZ 1,Plaza de San Juan de la Cruz,"Plaza de San Juan de la Cruz nº 11,",3,20,26.79
Infanta Doña Isabel de Borbón,Monument,Pº Pintor Rosales ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,108.53
Inmaculada,Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,359.26
Instituto Científico Weizmann,Monument,CALLE SERRANO 117,Serrano 113,"Calle Serrano nº 113B,",2,25,195.46
Instituto Industrial Isabel II,Monument,C Doctor Cortezo 4,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",2,15,82.99
Instituto Nacional de Educación Física,Monument,C Martín Fierro ,Ciudad Universitaria 2,"Avenida de la Complutense (Metro Ciudad Universitaria),",3,16,697.43
Iris,Monument,Pº Castellana ,Plaza de Colón,"Calle Goya nº 1,",3,20,42.65
Isabel la Católica,Monument,PASEO CASTELLANA 1,Plaza de Colón,"Calle Goya nº 1,",3,20,121.41
Isabel la Católica,Monument, ,San Quintín,"Calle Pavía nº 6,",11,16,250.16
Isabel la Católica,Monument,Avda Reyes Católicos ,Hospital Clínico,"Calle Isaac Peral nº 44,",4,19,327.01
Ivo Andric,Monument,C Velázquez 27,Goya 18,"Calle Goya nº 18,",2,25,77.18
Jacinto Alcántara,Monument, ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,310.52
Jacinto Benavente,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Jacinto Benavente,Monument,CALLE ATOCHA 26,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,148.17
Jacinto Verdaguer,Monument,GLORIETA SARDANA ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,295.83
Jaime Balmes,Monument,C Leganitos 5,Santo Domingo,"Plaza de Santo Domingo nº 1,",12,12,134.3
Jaime I El Conquistador,Monument, ,San Quintín,"Calle Pavía nº 6,",11,16,222.92
"Jaime I El Conquistador, Rey de Aragón",Monument,C Francisco y Jacinto Alcántara ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,343.84
Jardines del Maestro Padilla,Monument, ,"Paseo de los Pontones, 45","Paseo de los Pontones, 45,",12,11,161.42
Jardines Manuel González Carmona,Monument,C Villafuerte ,"Calle de Bohemios, 1","Calle de Bohemios, 1,",5,19,327.05
Jarrones de la Fuente de los Patos,Monument,Pº Prado ,Cibeles,"Plaza Cibeles,",16,7,56.14
Jarrones de la Rosaleda,Monument,C Rosaleda ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,189.0
Jarrones de la Rosaleda del Retiro,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Jarrones del Instituto de Estudios Fiscales,Monument,Avda Cardenal Herrera Oria 378,"Ramon Gomez de la Serna, 37","Calle Ramon Gomez de la Serna, 37,",8,16,2085.5
Jarrones del jardín de la Quinta del duque del Arco,Monument,MONTE EL PARDO ,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,5347.7
Jarrones en la plaza de Callao,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Jarrones Franceses del Parterre,Monument,Pº Parterre ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,209.3
Jarrones Franceses nuevos del Parterre,Monument,PARQUE RETIRO ,Castelló,"Calle Alcalá nº 111,",5,22,107.72
Jarrones jardines Palacio de El Pardo,Monument,CALLE MANUEL ALONSO 1,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",21,6,5178.94
Jarrón Campo del Moro,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Jean-Jacques Rousseau,Monument,Pza Salesas ,Plaza de las Salesas,"Plaza de las Salesas 7,",7,20,55.59
Jerónimo Iborra-García,Monument,CALLE DOCTOR JERONIMO IBORRA 16,"Antonia Rodriguez Sacristan, 4","Calle Antonia Rodriguez Sacristan, 4,",7,17,347.41
Jesús de Monasterio y Agüeros,Monument,C Bailén 11,San Quintín,"Calle Pavía nº 6,",11,16,145.02
Jesús Guridi,Monument,C Sagasta 12,Fuencarral,"Calle Fuencarral nº 108,",6,21,189.88
Joaquín Costa,Monument,Pº Pontones 8,Paseo Imperial,"Paseo Imperial nº 20,",25,1,312.24
Joaquín Costa,Monument,C Barquillo 11,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",14,13,226.87
Joaquín Ibarra,Monument,C Núñez de Arce 11,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,112.38
Joaquín Turina,Monument,C Alfonso XII 7,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,206.06
Jose Gomez 'Gallito',Monument,C Arrieta 14,San Quintín,"Calle Pavía nº 6,",11,16,44.68
Jose Martí,Monument,PASEO LA HABANA 9,Paseo de la Habana 42,"Paseo de la Habana nº 42,",1,22,131.2
Jose María Roquero Vera,Monument,CALLE ELOY GONZALO 38,Santa Engracia 87,"Calle Santa Engracia nº 87,",3,22,144.34
Josefina Romo,Monument,C Arrieta 14,San Quintín,"Calle Pavía nº 6,",11,16,44.25
José  Serrano Simeón,Monument,C Beneficencia 2,Barceló,"Calle Barceló nº 7,",15,4,123.08
José Agustín Pérez del Pulgar,Monument,C San Jaime 21,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",10,17,315.7
José Anselmo Clavé,Monument,C José Anselmo Clavé 1,"Paseo Reina Cristina,6","Paseo Reina Cristina,6,",8,15,198.91
José Antonio Primo de Rivera,Monument,C Génova 24,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",3,20,109.59
José Calvo Sotelo,Monument,C Velázquez 89,Velázquez-Diego de León,"Calle Velázquez nº 91,",2,21,26.26
José Calvo Sotelo,Monument,PLAZA CASTILLA 1,Plaza de Castilla 2,"Paseo Castellana (Fundación Canal),",3,20,124.13
José Cubero (Yiyo),Monument,CALLE SAN MARIANO 37,"Calle San Mariano, 58","Calle San Mariano, 58,",17,9,12.14
José Cubero (Yiyo),Monument,CALLE ALCALA 231,Alcalá-Ventas,"Calle Alejandro González nº 1,",3,20,74.15
José de Espronceda,Monument,C Huertas 80,Huertas,"Calle Jesús nº 1,",4,22,116.83
José de San Martín,Monument,C Martín Fierro ,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,621.05
José de San Martín,Monument, ,Moncloa,"Paseo de Moret nº 2,",6,16,319.78
José Echegaray y Eizaguirre,Monument,C Huertas 24,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,140.09
José García Vara,Monument,C Arrieta 4,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,115.52
José Gervasio Artigas,Monument,PASEO RUPERTO CHAPI ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,204.62
José Ignacio Rivero,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
José Luis Pinto Álvarez,Monument,Me Mercado Mercamadrid ,"Auñón, 16","Calle de Auñón, 16,",14,9,1729.21
José López Silva,Monument,C Cava Baja 42,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,95.89
José Martí,Monument,C Desengaño ,Desengaño,"Calle Desengaño nº 1,",2,20,112.95
José María de la Cruz,Monument,C San Jaime 21,"C Sierra de Guadalupe, 11","C Sierra de Guadalupe, 11,",10,17,343.83
José María Iparraguirre,Monument,C Montera 48,Tres Cruces,"Calle Tres Cruces nº 7,",7,20,115.94
José María Soler y Guijarro,Monument,Pza Mayor 27,Calle Mayor,"Calle Mayor nº 20,",8,19,63.89
José María Torrijos,Monument,C Preciados 30,Miguel Moya,"Calle Miguel Moya nº 1,",10,17,92.45
José Nogales,Monument,CALLE SANTA ENGRACIA 50,Santa Engracia 87,"Calle Santa Engracia nº 87,",3,22,218.38
José Ortega y Gasset,Monument,CALLE ALFONSO XII 4,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,101.57
José Ortega y Gasset,Monument,PLAZA MENENDEZ PELAYO 4,Facultad Derecho,"Avenida Complutense nº 23,",3,20,96.56
José Padilla,Monument,C Gabriel Abreu 11,Quinta Fuente del Berro,"Calle Sancho Dávila esquina Paseo Marqués de Zafra,",6,18,120.98
José Rizal,Monument,C Manuel Fernández y González 7,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,111.0
José Rizal Mercado,Monument,CALLE SANTANDER 1,Parque Santander,"Calle Santander esquina con Avenida de Filipinas,",2,25,103.64
José Salamanca de Mayol (marqués de Salamanca),Monument,Pza Marqués de Salamanca ,General Pardiñas,"Calle General Pardiñas nº 56,",3,20,162.86
José Zorrilla,Monument,C Santa Teresa 2,Hortaleza,"Calle Hortaleza nº 75,",1,18,155.5
José Zorrilla y Moral,Monument,C Huertas 17,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,99.73
Joven Bailando,Monument,C Palma 49,Norte,"Calle norte nº 8,",3,16,139.76
Joven Caminando,Monument,Pza San Ildefonso ,Plaza de San Ildefonso,"Plaza de San Ildefonso,",2,22,26.29
Juan Carlos I,Monument,Avda Pablo Neruda 142,"Calle de Candilejas, 5","Calle de Candilejas, 5,",19,4,79.12
Juan de Garay,Monument,C Martín Fierro ,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,615.41
Juan de la Cosa,Monument,PLAZA JUAN DE LA COSSA ,Colombia,"Calle Colombia nº 7,",2,22,259.15
